image_idx,diagram_type,type_confidence,visual_complexity,color_entropy,text_density,spatial_layout,enrichment,specific_num_nodes,specific_num_edges,specific_graph_density,specific_avg_node_degree,specific_is_connected,color_num_dominant_colors,color_largest_segment_ratio,color_color_balance,color_compactness,color_segment_2_ratio,lbp_entropy,orb_count,orb_spread,learned_type,learned_confidence,original_caption,enriched_caption,specific_num_segments,specific_has_labels,specific_is_donut,specific_color_coded,specific_num_shapes,specific_num_lines,specific_has_structure,specific_dominant_feature
1376,network_graph,0.988,0.3157354619316091,0.8289533,0.34690366972477066,networked,"Network graph with 143 nodes and 217 edges, density 0.02",143.0,217.0,0.021372993203979118,3.034965034965035,True,3,0.5285896439742593,0.8072118982612221,85365057.64408928,0.31121869583408046,3.8125891145855375,500,0.2762513029034445,network_graph,0.988,"Root Cause Analysis Process, Flow Diagram, elements: Five circular steps labeled: Define the Problem, Collect Data, Identify Possible Causal Factors, Identify the Root Cause(s), Recommend & Implement Solutions, with arrows connecting each step.","Root Cause Analysis Process, Flow Diagram, elements: Five circular steps labeled: Define the Problem, Collect Data, Identify Possible Causal Factors, Identify the Root Cause(s), Recommend & Implement Solutions, with arrows connecting each step. [Visual Analysis: Network graph with 143 nodes and 217 edges, density 0.02]",,,,,,,,
1377,network_graph,0.9725,0.2130012585241109,0.8625206,0.065625,networked,"Network graph with 235 nodes and 212 edges, density 0.01",235.0,212.0,0.0077104928168757955,1.804255319148936,False,5,0.26045817057291665,0.9469600530996806,375416788.4852623,0.24163492838541667,3.981781184895937,500,0.2572272702241817,network_graph,0.9725,"Software Development Life Cycle (SDLC), Circular Flow Diagram, elements: Circular structure with seven segments labeled: Identify problems & Goals, Define Requirement & Plan, Design & Prototype, Develop Software, Test (Quality Assurance), Deployment, and Optimize & maintain, with 'SDLC' in the center.","Software Development Life Cycle (SDLC), Circular Flow Diagram, elements: Circular structure with seven segments labeled: Identify problems & Goals, Define Requirement & Plan, Design & Prototype, Develop Software, Test (Quality Assurance), Deployment, and Optimize & maintain, with 'SDLC' in the center. [Visual Analysis: Network graph with 235 nodes and 212 edges, density 0.01]",,,,,,,,
1378,network_graph,0.9627857142857146,0.11195660968551241,0.26870412,0.011160714285714286,networked,"Network graph with 5 nodes and 25 edges, density 2.50",5.0,25.0,2.5,10.0,True,4,0.5660742606586435,0.8107808022340256,268139965.5589552,0.15015504289223852,1.7578445571681751,500,0.20715146530150302,network_graph,0.9627857142857146,"Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Pyramid structure divided into five levels: Physiological (bottom, red), Safety (orange), Social (yellow), Esteem (green), and Self-actualisation (top, blue), with each layer labeled.","Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Pyramid structure divided into five levels: Physiological (bottom, red), Safety (orange), Social (yellow), Esteem (green), and Self-actualisation (top, blue), with each layer labeled. [Visual Analysis: Network graph with 5 nodes and 25 edges, density 2.50]",,,,,,,,
1379,network_graph,0.9825,0.2594945421621267,0.827721,0.11875,networked,"Network graph with 133 nodes and 225 edges, density 0.03",133.0,225.0,0.02563226247436774,3.3834586466165413,True,4,0.6354542824074074,0.7785357185671883,224417900.6500377,0.12665509259259258,3.478657078138265,500,0.3067168451397984,network_graph,0.9825,"Lewin Change Management Model, Flow Chart, elements: Three labeled boxes: 'Unfreeze' (green, describes preparing for change), 'Change' (blue, describes executing change), 'Refreeze' (purple, describes making change permanent), with arrows indicating progression between the stages.","Lewin Change Management Model, Flow Chart, elements: Three labeled boxes: 'Unfreeze' (green, describes preparing for change), 'Change' (blue, describes executing change), 'Refreeze' (purple, describes making change permanent), with arrows indicating progression between the stages. [Visual Analysis: Network graph with 133 nodes and 225 edges, density 0.03]",,,,,,,,
1380,network_graph,0.99,0.338302953046208,0.60275996,0.3163716814159292,networked,"Network graph with 194 nodes and 316 edges, density 0.02",194.0,316.0,0.016879440200843972,3.2577319587628866,True,3,0.6439381906077348,0.765537169360483,75294502.52316359,0.23462275552486186,3.0763221025618206,500,0.2716302390833526,network_graph,0.99,"Psychosocial Theory (Erikson), , elements: Left section with an explanation of Erikson's psychosocial development theory; right section listing 8 stages of personality development: Trust vs Mistrust, Autonomy vs Shame and Doubt, Initiative vs Guilt, Industry vs Inferiority, Identity vs Role Confusion, Intimacy vs Isolation, Generativity vs Stagnation, Ego Identity vs Despair.","Psychosocial Theory (Erikson), , elements: Left section with an explanation of Erikson's psychosocial development theory; right section listing 8 stages of personality development: Trust vs Mistrust, Autonomy vs Shame and Doubt, Initiative vs Guilt, Industry vs Inferiority, Identity vs Role Confusion, Intimacy vs Isolation, Generativity vs Stagnation, Ego Identity vs Despair. [Visual Analysis: Network graph with 194 nodes and 316 edges, density 0.02]",,,,,,,,
1381,network_graph,0.99,0.15559702843014156,0.70366275,0.00782472613458529,networked,"Network graph with 68 nodes and 120 edges, density 0.05",68.0,120.0,0.05267778753292362,3.5294117647058822,True,4,0.29933369581807084,0.8958206743082309,16443696.11767903,0.28224325587606836,3.2564539261420156,500,0.21857125706565014,network_graph,0.99,"VARK Learning Styles, Circular Diagram, elements: Central circle labeled 'VARK Learning Styles' surrounded by four segments for learning styles: Visual, Auditory, Reading/Writing, and Kinesthetic, with corresponding icons for each style.","VARK Learning Styles, Circular Diagram, elements: Central circle labeled 'VARK Learning Styles' surrounded by four segments for learning styles: Visual, Auditory, Reading/Writing, and Kinesthetic, with corresponding icons for each style. [Visual Analysis: Network graph with 68 nodes and 120 edges, density 0.05]",,,,,,,,
1382,network_graph,0.96125,0.2042039943750499,0.4140819,0.0344488188976378,networked,"Network graph with 14 nodes and 94 edges, density 1.03",14.0,94.0,1.032967032967033,13.428571428571429,True,3,0.7766949152542373,0.7093582360725242,3968075.8936592788,0.11507062146892655,2.5718169816151026,419,0.27622383173309645,network_graph,0.96125,"Communication Model, Flow Diagram, elements: Four main blocks labeled: Information Source, Transmitter (Encoder), Receiver (Decoder), and Destination, connected by arrows. A 'Channel' block in the center with a connection to a 'Noise' block below it, indicating potential disruption in the communication process.","Communication Model, Flow Diagram, elements: Four main blocks labeled: Information Source, Transmitter (Encoder), Receiver (Decoder), and Destination, connected by arrows. A 'Channel' block in the center with a connection to a 'Noise' block below it, indicating potential disruption in the communication process. [Visual Analysis: Network graph with 14 nodes and 94 edges, density 1.03]",,,,,,,,
1383,network_graph,0.9697619047619048,0.30932049218938024,0.7072562,0.0334075723830735,networked,"Network graph with 197 nodes and 261 edges, density 0.01",197.0,261.0,0.013519113229047964,2.649746192893401,True,5,0.514393215480172,0.8411732741252445,19712957.666539192,0.16234671125975475,3.946835385429661,500,0.24576599553144993,network_graph,0.9697619047619048,"TPACK Framework, Venn Diagram, elements: Three intersecting circles labeled: Technological Knowledge (TK), Pedagogical Knowledge (PK), and Content Knowledge (CK), with TPACK in the center representing their intersection.","TPACK Framework, Venn Diagram, elements: Three intersecting circles labeled: Technological Knowledge (TK), Pedagogical Knowledge (PK), and Content Knowledge (CK), with TPACK in the center representing their intersection. [Visual Analysis: Network graph with 197 nodes and 261 edges, density 0.01]",,,,,,,,
1384,network_graph,0.9625,0.25586059232299846,0.54333603,0.3347826086956522,networked,"Network graph with 123 nodes and 278 edges, density 0.04",123.0,278.0,0.03705184592829535,4.520325203252033,True,5,0.6749978260869566,0.7624685204784319,36208018.06221628,0.08803043478260869,2.6311086702766806,500,0.32369768878312477,network_graph,0.9625,"SWOT Analysis, Grid, elements: Four quadrants labeled Strengths, Weaknesses, Opportunities, and Threats, each containing bullet points elaborating on each category.","SWOT Analysis, Grid, elements: Four quadrants labeled Strengths, Weaknesses, Opportunities, and Threats, each containing bullet points elaborating on each category. [Visual Analysis: Network graph with 123 nodes and 278 edges, density 0.04]",,,,,,,,
1385,network_graph,0.9732142857142857,0.2022474927400855,0.60800004,0.0078125,networked,"Network graph with 222 nodes and 260 edges, density 0.01",222.0,260.0,0.010598834128245893,2.3423423423423424,True,4,0.5294024691358025,0.8237425694464727,6441735.677446634,0.21783703703703702,3.3668490520505467,500,0.30094691153370934,network_graph,0.9732142857142857,"Zone of Proximal Development, Venn Diagram, elements: Three overlapping circles labeled: 'Out of reach', 'Zone of Proximal Development', and 'Current Understanding'. The center circle includes 'Learns through scaffolding' and 'Can work unassisted'.","Zone of Proximal Development, Venn Diagram, elements: Three overlapping circles labeled: 'Out of reach', 'Zone of Proximal Development', and 'Current Understanding'. The center circle includes 'Learns through scaffolding' and 'Can work unassisted'. [Visual Analysis: Network graph with 222 nodes and 260 edges, density 0.01]",,,,,,,,
1386,network_graph,0.96,0.4185427018100219,0.5941113,0.4790249433106576,networked,"Network graph with 196 nodes and 201 edges, density 0.01",196.0,201.0,0.010518053375196233,2.0510204081632653,True,5,0.4794893251797018,0.8477504511834352,209985970.0991196,0.23877373672352753,3.41212600154275,500,0.33395499883124624,network_graph,0.96,"Icons of Damaged Items and Equipment, Grid, elements: Grid of icons depicting various damaged objects such as a cracked trophy, broken electronic devices, and leaking bottles, each with cautionary symbols or error signs.","Icons of Damaged Items and Equipment, Grid, elements: Grid of icons depicting various damaged objects such as a cracked trophy, broken electronic devices, and leaking bottles, each with cautionary symbols or error signs. [Visual Analysis: Network graph with 196 nodes and 201 edges, density 0.01]",,,,,,,,
1387,network_graph,0.9713333333333333,0.25781895212076295,0.45940474,0.1278118609406953,networked,"Network graph with 99 nodes and 188 edges, density 0.04",99.0,188.0,0.03875489589775304,3.797979797979798,True,3,0.5681574923547401,0.8066159160787896,67591443.98845017,0.1965940366972477,3.1634082502082617,500,0.23796212511421916,network_graph,0.9713333333333333,"Zone of Proximal Development, Venn Diagram, elements: Three concentric circles labeled: 'Can do alone', 'ZPD', and 'Just can't do yet'. Additional text explains the zones with definitions for each area.","Zone of Proximal Development, Venn Diagram, elements: Three concentric circles labeled: 'Can do alone', 'ZPD', and 'Just can't do yet'. Additional text explains the zones with definitions for each area. [Visual Analysis: Network graph with 99 nodes and 188 edges, density 0.04]",,,,,,,,
1388,network_graph,0.98375,0.32661709174990594,0.36463362,0.27128547579298834,networked,"Network graph with 141 nodes and 340 edges, density 0.03",141.0,340.0,0.034447821681864235,4.822695035460993,True,4,0.5269872228635115,0.8206370894792103,7666108.254609592,0.2542888986187955,2.6683504759219248,500,0.25080223761663956,network_graph,0.98375,"TPACK Framework, Venn Diagram, elements: Three overlapping circles labeled Technological Knowledge (TK), Pedagogical Knowledge (PK), and Content Knowledge (CK), with intersections labeled Technological Pedagogical Knowledge (TPK), Pedagogical Content Knowledge (PCK), and Technological Pedagogical Content Knowledge (TPACK), all surrounded by a box labeled 'Contexts'.","TPACK Framework, Venn Diagram, elements: Three overlapping circles labeled Technological Knowledge (TK), Pedagogical Knowledge (PK), and Content Knowledge (CK), with intersections labeled Technological Pedagogical Knowledge (TPK), Pedagogical Content Knowledge (PCK), and Technological Pedagogical Content Knowledge (TPACK), all surrounded by a box labeled 'Contexts'. [Visual Analysis: Network graph with 141 nodes and 340 edges, density 0.03]",,,,,,,,
1389,network_graph,0.95,0.15881240018998194,0.55245167,0.0,networked,"Network graph with 97 nodes and 101 edges, density 0.02",97.0,101.0,0.021692439862542955,2.082474226804124,True,5,0.5099508760438841,0.8412292725618818,375700902.50479674,0.18432782053381366,2.662835392584244,500,0.18596995797562124,network_graph,0.95,"Bloom's Taxonomy, Pyramid Diagram, elements: Pyramid structure with six layers labeled from bottom to top: Remembering, Understanding, Applying, Analyzing, Evaluating, Creating.","Bloom's Taxonomy, Pyramid Diagram, elements: Pyramid structure with six layers labeled from bottom to top: Remembering, Understanding, Applying, Analyzing, Evaluating, Creating. [Visual Analysis: Network graph with 97 nodes and 101 edges, density 0.02]",,,,,,,,
1390,network_graph,0.9198214285714285,0.10353262108609947,0.20639914,0.14622641509433962,radial,"Pie chart with 6 segments, unlabeled",,,,,,3,0.8337471055994952,0.6821685218414668,133358720.91075113,0.07445895432595896,1.7890113396328915,500,0.2727435450303037,network_graph,0.9198214285714285,"CI/CD Process, Flow Diagram, elements: Three labeled boxes for Continuous Integration, Continuous Delivery, and Continuous Deployment connected by arrows indicating the flow process.","CI/CD Process, Flow Diagram, elements: Three labeled boxes for Continuous Integration, Continuous Delivery, and Continuous Deployment connected by arrows indicating the flow process. [Visual Analysis: Pie chart with 6 segments, unlabeled]",6.0,False,True,False,,,,
1391,network_graph,0.9540476190476191,0.2759942756887526,0.91225505,0.09808013355592654,networked,"Network graph with 249 nodes and 287 edges, density 0.01",249.0,287.0,0.009295245498121519,2.3052208835341363,True,5,0.3115073836723321,0.9182054565574186,14367506.308952391,0.25675675675675674,3.814438125679907,500,0.21338625955983312,network_graph,0.9540476190476191,"Piaget's Theory of Cognitive Development, , elements: Title at the top, picture of Jean Piaget on the right, prepared by Ayushi Gupta at the bottom.","Piaget's Theory of Cognitive Development, , elements: Title at the top, picture of Jean Piaget on the right, prepared by Ayushi Gupta at the bottom. [Visual Analysis: Network graph with 249 nodes and 287 edges, density 0.01]",,,,,,,,
1392,network_graph,0.9633333333333333,0.10014625851325727,0.42415732,0.05025125628140704,networked,"Network graph with 96 nodes and 81 edges, density 0.02",96.0,81.0,0.017763157894736842,1.6875,False,1,0.8737476867524261,0.6630051473685941,94655194.5233078,0.046819228165199726,1.866319179050738,500,0.2722443739368385,network_graph,0.9633333333333333,"Continuous Integration, Delivery, and Deployment Process, Flowchart, elements: Top-level boxes for 'Continuous Integration,' branching into 'Build,' 'Test,' and 'Merge,' leading into 'Continuous Delivery.' Further, transitioning to 'Automatically Release to Repository' and finally to 'Continuous Deployment,' ending with 'Automatically Deploy to Production.'","Continuous Integration, Delivery, and Deployment Process, Flowchart, elements: Top-level boxes for 'Continuous Integration,' branching into 'Build,' 'Test,' and 'Merge,' leading into 'Continuous Delivery.' Further, transitioning to 'Automatically Release to Repository' and finally to 'Continuous Deployment,' ending with 'Automatically Deploy to Production.' [Visual Analysis: Network graph with 96 nodes and 81 edges, density 0.02]",,,,,,,,
1393,network_graph,0.8332619047619048,0.10750194839144407,0.050501816,0.030884265279583874,radial,"Pie chart with 9 segments, unlabeled",,,,,,1,0.9540419947506562,0.6228396251324424,9642102.760707498,0.03113815318539728,1.1458324354129623,494,0.39800141620144397,network_graph,0.8332619047619048,"Supply and Demand Graph, Line Graph, elements: X-axis labeled as Quantity, Y-axis labeled as Price ($). Two intersecting lines representing Supply (S₀) and Demand (D₀). Equilibrium point (E₀) marked in red with corresponding price (P₀) and quantity (Q₀) indicated with dashed lines.","Supply and Demand Graph, Line Graph, elements: X-axis labeled as Quantity, Y-axis labeled as Price ($). Two intersecting lines representing Supply (S₀) and Demand (D₀). Equilibrium point (E₀) marked in red with corresponding price (P₀) and quantity (Q₀) indicated with dashed lines. [Visual Analysis: Pie chart with 9 segments, unlabeled]",9.0,False,True,False,,,,
1394,network_graph,0.9875,0.480524296615309,0.85728353,0.16056910569105692,networked,"Network graph with 353 nodes and 453 edges, density 0.01",353.0,453.0,0.007291398403296421,2.5665722379603397,True,4,0.38130552030456855,0.8641024511918142,11247607.132017583,0.30004758883248733,4.034186706449311,500,0.36188884406695876,network_graph,0.9875,"Vygotsky's Theory of Cognitive Development, Informational Graphic, elements: Central concept labeled 'Development' surrounded by arrows leading to 'Cognition' and 'Language.' Includes quotes, images of children, and sections for 'Basic Assumptions' and 'Zones of Proximal Development.'","Vygotsky's Theory of Cognitive Development, Informational Graphic, elements: Central concept labeled 'Development' surrounded by arrows leading to 'Cognition' and 'Language.' Includes quotes, images of children, and sections for 'Basic Assumptions' and 'Zones of Proximal Development.' [Visual Analysis: Network graph with 353 nodes and 453 edges, density 0.01]",,,,,,,,
1395,network_graph,0.9666666666666667,0.26287786564271465,0.6659533,0.026041666666666664,networked,"Network graph with 278 nodes and 321 edges, density 0.01",278.0,321.0,0.008337012700309067,2.3093525179856114,True,4,0.4384584901921934,0.8609245456564878,7065118.85483446,0.2555181295819299,3.9088667158759067,500,0.2829982997022208,network_graph,0.9666666666666667,"Community of Inquiry Framework, Venn Diagram, elements: Three overlapping circles labeled 'Social Presence', 'Teaching Presence', and 'Cognitive Presence', with a central intersection labeled 'Educational Experience' and additional elements 'Supporting Discourse' and 'Setting Climate'.","Community of Inquiry Framework, Venn Diagram, elements: Three overlapping circles labeled 'Social Presence', 'Teaching Presence', and 'Cognitive Presence', with a central intersection labeled 'Educational Experience' and additional elements 'Supporting Discourse' and 'Setting Climate'. [Visual Analysis: Network graph with 278 nodes and 321 edges, density 0.01]",,,,,,,,
1396,network_graph,0.8738095238095238,0.4638539370960183,0.54046595,0.6147912885662432,radial,"Pie chart with 18 segments, labeled",,,,,,5,0.46592961120324305,0.830665234034397,12210844.839749902,0.3343099318223696,3.577269117839295,500,0.2785159987521439,network_graph,0.8738095238095238,"Stages of Cognitive Development, Table, elements: Four rows representing stages: Sensorimotor, Pre-operational, Concrete operational, and Formal operational. Each row contains two columns: stage name and characteristics, detailing age ranges and key cognitive abilities.","Stages of Cognitive Development, Table, elements: Four rows representing stages: Sensorimotor, Pre-operational, Concrete operational, and Formal operational. Each row contains two columns: stage name and characteristics, detailing age ranges and key cognitive abilities. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
1397,network_graph,0.8954642857142856,0.1377394405800561,0.08666384,0.23148148148148148,radial,"Pie chart with 14 segments, labeled",,,,,,1,0.9382166950518795,0.6307296475624103,12619390.024180338,0.036237560551437224,1.468630832236683,500,0.2788687991144421,network_graph,0.8954642857142856,"Emotional Response to Change, Line Graph, elements: Curved line representing morale over time with labeled points for Denial, Anger, Bargaining, Depression, and Acceptance, each accompanied by corresponding emoticons and descriptions.","Emotional Response to Change, Line Graph, elements: Curved line representing morale over time with labeled points for Denial, Anger, Bargaining, Depression, and Acceptance, each accompanied by corresponding emoticons and descriptions. [Visual Analysis: Pie chart with 14 segments, labeled]",14.0,True,True,False,,,,
1398,network_graph,0.888638888888889,0.22866408861720522,0.46300912,0.260942760942761,radial,"Pie chart with 18 segments, labeled",,,,,,3,0.6387142255892256,0.7697871894240504,35202553.87924136,0.21778829966329966,3.0145900504171648,500,0.3634471269397041,network_graph,0.888638888888889,"Zone of Proximal Development (ZPD) and Scaffolding, Venn Diagram, elements: Three layers: outer layer labeled 'Beyond my reach', middle layer labeled 'What I can learn with help (ZPD)', inner layer labeled 'What I can learn on my own', with 'Knowledgeable others' and 'Technology and tools' connected to the ZPD.","Zone of Proximal Development (ZPD) and Scaffolding, Venn Diagram, elements: Three layers: outer layer labeled 'Beyond my reach', middle layer labeled 'What I can learn with help (ZPD)', inner layer labeled 'What I can learn on my own', with 'Knowledgeable others' and 'Technology and tools' connected to the ZPD. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
1399,network_graph,0.9892857142857143,0.18380593078613824,0.24199463,0.25,networked,"Network graph with 53 nodes and 135 edges, density 0.10",53.0,135.0,0.09796806966618288,5.09433962264151,True,1,0.86540625,0.6672355718404669,120219091.41969681,0.044227083333333334,1.9930215686518258,500,0.28096180296375667,network_graph,0.9892857142857143,"PESTEL Analysis, Hexagonal Diagram, elements: Seven hexagons arranged in a horizontal line. The hexagons represent the letters P, E, S, T, E, L for Political, Economic, Social, Technological, Environmental, and Legal factors, with consistent messaging about making an impact with professional slides and charts below each hexagon.","PESTEL Analysis, Hexagonal Diagram, elements: Seven hexagons arranged in a horizontal line. The hexagons represent the letters P, E, S, T, E, L for Political, Economic, Social, Technological, Environmental, and Legal factors, with consistent messaging about making an impact with professional slides and charts below each hexagon. [Visual Analysis: Network graph with 53 nodes and 135 edges, density 0.10]",,,,,,,,
1400,network_graph,0.9168333333333334,0.34219743627099874,0.76389605,0.7573664825046041,networked,"Network graph with 182 nodes and 300 edges, density 0.02",182.0,300.0,0.0182138303685265,3.2967032967032965,True,3,0.5616999525356895,0.7867629940125467,36146749.64150641,0.3270272737230275,4.032249840857722,500,0.2220864541511286,network_graph,0.9168333333333334,"VARK Questionnaire for Learning Preferences, , elements: Text-based questionnaire layout with instructions, multiple-choice questions, and checkboxes for responses regarding learning preferences in various scenarios.","VARK Questionnaire for Learning Preferences, , elements: Text-based questionnaire layout with instructions, multiple-choice questions, and checkboxes for responses regarding learning preferences in various scenarios. [Visual Analysis: Network graph with 182 nodes and 300 edges, density 0.02]",,,,,,,,
1401,network_graph,0.99125,0.27945771811174647,0.4324699,0.13786596412469115,networked,"Network graph with 153 nodes and 182 edges, density 0.02",153.0,182.0,0.01565187478500172,2.3790849673202614,True,4,0.7484604579814073,0.7251098645337204,187818614.82067648,0.09375127063041751,2.689466138586525,500,0.26728938498758376,network_graph,0.99125,"Circular Flow of Economic Activity, Circular Flow Diagram, elements: Five interconnected circles labeled: Households, Firms, Government, Financial Institutions, and Rest of the World, with arrows indicating flows of goods, services, and money, and labeled connections showing relationships like consumption, transfers, taxes, and investment.","Circular Flow of Economic Activity, Circular Flow Diagram, elements: Five interconnected circles labeled: Households, Firms, Government, Financial Institutions, and Rest of the World, with arrows indicating flows of goods, services, and money, and labeled connections showing relationships like consumption, transfers, taxes, and investment. [Visual Analysis: Network graph with 153 nodes and 182 edges, density 0.02]",,,,,,,,
1402,network_graph,0.95525,0.35964774826342893,0.16383244,0.078125,radial,"Pie chart with 18 segments, unlabeled",,,,,,1,0.8954163151570929,0.6522317762771583,2097354.988386429,0.03632691668583991,2.5366035524386015,482,0.3665045338476026,network_graph,0.95525,"Interaction of Person, Behavior, and Environment, Network Diagram, elements: Four main sections: PERSON (with cognitive abilities, physical characteristics, beliefs and attitudes), BEHAVIOR (motor responses, verbal responses, social interactions), ENVIRONMENT (physical surroundings, family and friends, other social influences), with arrows indicating interactions among these elements.","Interaction of Person, Behavior, and Environment, Network Diagram, elements: Four main sections: PERSON (with cognitive abilities, physical characteristics, beliefs and attitudes), BEHAVIOR (motor responses, verbal responses, social interactions), ENVIRONMENT (physical surroundings, family and friends, other social influences), with arrows indicating interactions among these elements. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,False,,,,
1403,network_graph,0.9627857142857142,0.15525239154333217,0.10031803,0.010660980810234541,radial,"Pie chart with 18 segments, unlabeled",,,,,,1,0.9444400349234067,0.6277586426563231,2034608.6170272827,0.018969759504722596,1.8475840321883168,500,0.23143038803357324,network_graph,0.9627857142857142,"Community of Inquiry Framework, Venn Diagram, elements: Three overlapping circles labeled: 'Teaching Presence', 'Social Presence', and 'Cognitive Presence', with 'Educational Experience' at the intersection.","Community of Inquiry Framework, Venn Diagram, elements: Three overlapping circles labeled: 'Teaching Presence', 'Social Presence', and 'Cognitive Presence', with 'Educational Experience' at the intersection. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,False,,,,
1404,network_graph,0.8718571428571429,0.5444005670252916,0.8490953,0.15776699029126215,networked,"Network graph with 342 nodes and 662 edges, density 0.01",342.0,662.0,0.011352917974310164,3.871345029239766,True,4,0.4125609634716831,0.8710887562560985,34981633.91512862,0.23798148701104807,4.0475522694652755,500,0.3110156106803697,network_graph,0.8718571428571429,"Bloom's Taxonomy of Learning, Pyramid Diagram, elements: Pyramid structure divided into six levels: Create, Evaluate, Analyze, Apply, Understand, and Remember, with colors representing each level and effectiveness increasing from bottom to top.","Bloom's Taxonomy of Learning, Pyramid Diagram, elements: Pyramid structure divided into six levels: Create, Evaluate, Analyze, Apply, Understand, and Remember, with colors representing each level and effectiveness increasing from bottom to top. [Visual Analysis: Network graph with 342 nodes and 662 edges, density 0.01]",,,,,,,,
1405,network_graph,0.968422619047619,0.17902159285839817,0.2889934,0.48594132029339854,radial,"Pie chart with 8 segments, labeled",,,,,,1,0.9186649305555555,0.6405817608988988,154482385.81607324,0.029473090277777777,2.429541821610835,500,0.3120216930533535,network_graph,0.968422619047619,"Bloom's Taxonomy of Cognitive Levels, Linear Diagram, elements: Six colored circles labeled 1 to 6 (Remembering, Understanding, Applying, Analyzing, Evaluating, Creating) with descriptions for each level beneath the labels.","Bloom's Taxonomy of Cognitive Levels, Linear Diagram, elements: Six colored circles labeled 1 to 6 (Remembering, Understanding, Applying, Analyzing, Evaluating, Creating) with descriptions for each level beneath the labels. [Visual Analysis: Pie chart with 8 segments, labeled]",8.0,True,True,False,,,,
1406,network_graph,0.985,0.1940810119142547,0.21151975,0.15819502074688796,networked,"Network graph with 55 nodes and 94 edges, density 0.06",55.0,94.0,0.0632996632996633,3.418181818181818,True,4,0.772064308681672,0.7137364810759641,34085735.43506491,0.07770203644158628,2.530098220063,490,0.3520898444914271,network_graph,0.985,"Gender and Learning Preference, Bar Chart, elements: Three groups for male, female, and non-binary, each with four colored bars representing learning preferences (V, A, R, K) with varying percentages.","Gender and Learning Preference, Bar Chart, elements: Three groups for male, female, and non-binary, each with four colored bars representing learning preferences (V, A, R, K) with varying percentages. [Visual Analysis: Network graph with 55 nodes and 94 edges, density 0.06]",,,,,,,,
1407,network_graph,0.975,0.21036754172555172,0.47859126,0.34444444444444444,radial,"Pie chart with 13 segments, labeled",,,,,,2,0.5576147762345679,0.7809059029531322,291608377.12701696,0.35542775848765434,3.1210142146651,500,0.33464161896361105,network_graph,0.975,"Software Development Lifecycle with DevOps, Circular Flow Diagram, elements: Central circle labeled 'DevOps Continuous Feedback' with branches leading to various phases: 'Continuous Customer Feedback & Optimization', 'Continuous Monitoring', 'Continuous Release and Deployment', 'Continuous Business Planning', 'Collaboration Development', and 'Continuous Testing'. Each phase has connecting lines and icons.","Software Development Lifecycle with DevOps, Circular Flow Diagram, elements: Central circle labeled 'DevOps Continuous Feedback' with branches leading to various phases: 'Continuous Customer Feedback & Optimization', 'Continuous Monitoring', 'Continuous Release and Deployment', 'Continuous Business Planning', 'Collaboration Development', and 'Continuous Testing'. Each phase has connecting lines and icons. [Visual Analysis: Pie chart with 13 segments, labeled]",13.0,True,True,True,,,,
1408,network_graph,0.8093253968253968,0.1615359141614917,0.24699533,0.03888888888888889,networked,"Network graph with 56 nodes and 81 edges, density 0.05",56.0,81.0,0.052597402597402594,2.892857142857143,True,2,0.8670910493827161,0.6661265372293588,46233017.26353721,0.05942708333333333,2.0419703052558984,500,0.23392444693040818,network_graph,0.8093253968253968,"McKinsey 7S Model, Network Diagram, elements: Central circle labeled 'Shared Values' with seven surrounding elements: 'Structure', 'Strategy', 'Systems', 'Skills', 'Style', 'Staff', connected with lines.","McKinsey 7S Model, Network Diagram, elements: Central circle labeled 'Shared Values' with seven surrounding elements: 'Structure', 'Strategy', 'Systems', 'Skills', 'Style', 'Staff', connected with lines. [Visual Analysis: Network graph with 56 nodes and 81 edges, density 0.05]",,,,,,,,
1409,network_graph,0.9224285714285714,0.45300189225912624,0.77663606,0.096875,networked,"Network graph with 228 nodes and 355 edges, density 0.01",228.0,355.0,0.013718216245459464,3.1140350877192984,True,3,0.7202642300541909,0.7371307240932473,7817798.145345241,0.13274791345279063,4.07986518817587,500,0.2860069844141113,network_graph,0.9224285714285714,"Constructivist Theory, , elements: Text explaining that constructivist theory emphasizes learners as active participants in knowledge creation, with images of Jean Piaget and John Dewey, labeled as philosophers of constructivist theory.","Constructivist Theory, , elements: Text explaining that constructivist theory emphasizes learners as active participants in knowledge creation, with images of Jean Piaget and John Dewey, labeled as philosophers of constructivist theory. [Visual Analysis: Network graph with 228 nodes and 355 edges, density 0.01]",,,,,,,,
